id,uuid,name,category,equipment,muscles_primary,muscles_secondary,license,description_html
475,8e420408-0682-4ab6-89f5-2681e54c7ce0,Pull-ups,Back,Pull-up bar,Lats,Shoulders; Biceps; Trapezius,CC-BY-SA 3,"<p>Grab the pull up bar with a wide grip, the body is hanging freely. Keep your chest out and pull yourself up till your chin reaches the bar or it touches your neck, if you want to pull behind you. Go with a slow and controlled movement down, always keeping the chest out.</p>"
439,c7058ff8-ca3b-4822-abdb-6341ce37c4d1,Overhand Cable Curl,Abs,,Biceps,,CC-BY-SA 3,"<p>Hands at shoulder height, curl arms in toward head, then back out.</p>"
458,c9e57bbe-e839-44c6-861d-1c8dd2845e36,Plank,Abs,none (bodyweight exercise),Obliquus externus abdominis; Abs,Biceps; Quads; Triceps,CC-BY-SA 3,"<p>Get into a position on the floor supporting your weight on your forearms and toes. Arms are bent and directly below the shoulder.&nbsp;</p>
<p>Keep your body straight at all times and hold this position as long as possible. To increase difficulty an arm or leg can be raised while performing this exercise.</p>"
545,e28b0685-7a8f-4343-9c0b-63b38386d30b,Scissors,Abs,,Abs,,CC-BY-SA 4,"<p>Scissors is an abdominal exercise that strengthens the transverse abdominals, helping flatten your belly and strengthen your entire core. Scissors is not only a core strength move, but it is also a great stretch for your hamstrings and your lower back. Everyone is looking for new ways to work the core, to flatten the belly and to improve flexibility. If you learn how to do Scissors you will get everything rolled together in one move.</p>"
495,2cd5e3c6-a8c0-456a-ab47-5e7b3a435407,Reverse Curl,Arms,Barbell; Dumbbell,Biceps; Brachialis,Biceps,CC0,The reverse-grip barbell curl is a variation on the biceps curl where the palms face downward. The switch from an underhand to an overhand grip brings the forearm and brachialis muscles more into the exercise.
512,00fcf603-b0d0-48d2-9b5e-c7f0d510d46c,"Rowing, Seated",Back,,Lats,,CC-BY-SA 3,
493,834c639f-4c82-404d-909f-4c75275465a0,Reverse Bar Curl,Arms,SZ-Bar,Biceps,,CC-BY-SA 3,"<p>Hold bar with reverse (or ""overhand"") grip, palms facing the floor.</p>"
490,2b6c09f7-dbf1-45ea-baf6-9a12e0b12396,Renegade Row,Back,Dumbbell,Lats; Trapezius,,CC0,"<p>Get into pushup position gripping some dumbbells. Perform one pushup, then drive your left elbo up, bringing the dumbell up to your body. Return the dumbell to starting position. </p>
<p>Perform another pushup and then row with the other arm to complete one rep.</p>"
513,32c129f7-cc28-4ebc-8465-e4fa62e220b1,"Rowing, T-bar",Back,,Lats,Shoulders; Biceps; Brachialis,CC-BY-SA 3,"<p>The execution of this exercise is very similar to the regular bent over rowing, only that the bar is fixed here.</p>
<p>Grab the barbell with a wide grip (slightly more than shoulder wide) and lean forward. Your upper body is not quite parallel to the floor, but forms a slight angle. The chest's out during the whole exercise. Pull now the barbell with a fast movement towards your belly button, not further up. Go slowly down to the initial position. Don't swing with your body and keep your arms next to your body.</p>"
549,cc5bf1a3-29b5-4c5a-8600-5e35c79ab4bf,Seated Triceps Press,Arms,Bench; Dumbbell,Triceps,,CC-BY-SA 4,"<p>Sit down on a back (better with back support). Take a dumbbell firmly with both hands and hold it with extended arms over your head. With your palms facing upward and holding the weight of the dumbbell, slowly lower the weight behind your head.</p>
<p> </p>"
919,1eeccede-29c5-4f38-9ba7-d77c7c47993d,T-Bar row,Back,Barbell,Lats; Trapezius,,CC-BY-SA 4,"bent over with triangle grip, slightly bent knees"
508,4b7cb037-0789-4014-ab6f-a451716b7538,Row,Back,Barbell; Dumbbell; Pull-up bar,Lats; Trapezius,Quads,CC0,"In strength training, rowing (or a row, usually preceded by a qualifying adjective — for instance a seated row) is an exercise where the purpose is to strengthen the muscles that draw the rower's arms toward the body (latissimus dorsi) as well as those that retract the scapulae (trapezius and rhomboids) and those that support the spine (erector spinae). When done on a rowing machine, rowing also exercises muscles that extend and support the legs (quadriceps and thigh muscles). In all cases, the abdominal and lower back muscles must be used in order to support the body and prevent back injury."
516,58416166-7a3a-470d-b493-27332799dcdf,Front Wood Chop,Back,,,,CC-BY-SA 4,
510,88dbcc74-0304-4fcf-8a47-92d14a484b0a,"Rowing, Lying on Bench",Back,,Lats,,CC-BY-SA 3,
501,7671b16c-5023-4663-b00d-86dd018e024f,Ring Dips,Arms,,Triceps,,CC-BY-SA 4,<p>Dips peformed on gymnastic rings.</p>
525,d9e306b6-d6ff-4e61-b283-4b085d8edaaf,Bent Over Rowing Reverse,Back,Barbell,Lats,Shoulders; Biceps,CC-BY-SA 3,
507,2e7ffff9-e603-4b28-98c8-31d1a6ce8cd9,Romanian Deadlift,Legs,Barbell,,,CC-BY-SA 4,<p>DL from top to pos 2: https://www.youtube.com/watch?v=WtWtjViRsKo</p>
505,af2f774c-296c-4d14-8e4a-fad77175ae37,Roman Chair,Abs,,,,CC-BY-SA 3,<p>Crunches on roman chair</p>
543,5912d7ed-6a0e-4b4c-b30a-fc9f3f890fc1,"Shoulder Press, on Machine",Shoulders,,Shoulders,Triceps,CC-BY-SA 3,
498,1b95d961-1d5c-4ded-b25e-c090295ffe37,Reverse Grip Bench Press,Chest,Barbell; Bench,Chest; Triceps,Shoulders,CC-BY-SA 4,<p>Upper chest focuses exercise that also works triceps</p>
529,6cf55ecc-86ee-492d-a7f6-977bf61758b3,Run - Interval Training,Cardio,,,,CC-BY-SA 4,"<p>Run and do some interval trainings such as hill repat, fartlek,..</p>"
538,275fb49f-975c-4d6e-9d63-2c86ed740f40,Incline Bench Press - Barbell,Chest,Barbell; Incline bench,Chest,Shoulders; Triceps,CC-BY-SA 3,"<p>To do slowly, tempo is 4010</p>"
527,a48295d8-21da-4625-8a85-331d7ced8d8b,Run,Cardio,,,,CC-BY-SA 4,"<p>Running or jogging outside in a park, on the tracks,...</p>"
539,60e9a0c0-5458-46cd-ab41-7d7b85225cf8,Incline Bench Press - MP,Chest,,Chest,Shoulders; Triceps,CC-BY-SA 3,
500,09349391-375b-42d5-8979-00a5d7196a5b,Reverse Plank,Abs,,,,CC-BY-SA 4,<p>Plank with stomach towards ceiling</p>
562,169896b2-90e3-4497-9d73-56bee4a34697,Shotgun Row,Back,,Lats,,CC-BY-SA 4,"<ol>
<li>Attach a single handle to a low cable.</li>
<li>After selecting the correct weight, stand a couple feet back with a wide-split stance. Your arm should be extended and your shoulder forward. This will be your starting position.</li>
<li>Perform the movement by retracting the shoulder and flexing the elbow. As you pull, supinate the wrist, turning the palm upward as you go.</li>
<li>After a brief pause, return to the starting position.</li>
</ol>"
607,eaf6f39e-d46d-4460-b5a9-71e814b18f89,Splinter Sit-ups,Abs,,Obliquus externus abdominis,,CC-BY-SA 3,"<p>Lie on your back with your legs straight and arms at your sides, keeping your elbows bent at 90 degrees. As you sit up, twist your upper body to the left and bring your left knee toward your right elbow while you swing your left arm back. Lower your body to the starting position, and repeat to your right. That's 1 rep.</p>"
604,b1051c3e-78a9-4b73-899c-c700098cf1a8,Speed Deadlift,Legs,,,,CC-BY-SA 4,<p>Deadlift with short (less than one 1min) rest between sets.</p>
569,141bc870-56be-4749-a3b9-e56d5d5618b4,"Shoulder Press, on Multi Press",Shoulders,,Shoulders,,CC-BY-SA 3,"<p>The exercise is basically the same as with a free barbell:</p>
<p>Sit on a bench, the back rest should be almost vertical. Take a bar with a shoulder wide grip and bring it down to chest height. Press the weight up, but don't stretch the arms completely. Go slowly down and repeat.</p>"
591,f38e9c23-031d-44d0-ac27-7f1026212c73,Sit-ups,Abs,,Abs,,CC-BY-SA 3,"<p>Sit on a mat, your calves are resting on a bench, the knees make a right angle. Hold your hands behind your neck. Go now up with a rolling movement of your back, you should feel how the individual vertebrae lose contact with the mat. At the highest point, contract your abs as much as you can and hold there for 2 sec. Go now down, unrolling your back.</p>
<p> </p>"
906,af0be7c9-2b9d-47fd-abee-84edd8207b9b,Barbell Hip Thrust,Legs,,,,CC-BY-SA 4,"Sit on the ground with a bench behind you, bending your knees so your feet are planted on the ground and holding a barbell resting below your hips. If you have a padded bar, or anything you can slip in between the bar and your body, it will go a long way to making the exercise more comfortable."
920,887fea99-352d-45ff-8e06-ef95eaa37902,V-BAR PULL DOWNS,Back,,Lats,,CC-BY-SA 4,"Cable machine, leaned forward during negative, lean back during contraction"
567,87affa4b-395b-437c-9581-2bd20ea5aa7c,"Shoulder Press, Dumbbells",Shoulders,Dumbbell,Shoulders,,CC-BY-SA 3,"<p>Sit on a bench, the back rest should be almost vertical. Take two dumbbells and bring them up to shoulder height, the palms and the elbows point during the whole exercise to the front. Press the weights up, at the highest point they come very near but don't touch. Go slowly down and repeat.</p>"
566,8b0a0371-c0a9-42a7-aab7-68d520542fb2,"Shoulder Press, Barbell",Shoulders,Barbell,Shoulders,,CC-BY-SA 3,"<p>Sit on a bench, the back rest should be almost vertical. Take a barbell with a shoulder wide grip and bring it up to chest height. Press the weight up, but don't stretch the arms completely. Go slowly down and repeat.</p>"
584,c85e6137-2577-4e28-82c2-427407d534eb,Single-arm Preacher Curl,Arms,Dumbbell,Biceps,,CC-BY-SA 3,"<p>Sit on the preacher curl bench and perform a bicep curl with a dumbbell in one hand. Your other hand can be at rest, or beneath your curling arm's elbow.</p>"
590,6e46833d-fd83-4c1a-90af-eb3f3a917199,Sitting Calf Raises,Calves,,Soleus,Calves,CC-BY-SA 3,"<p>Sit on a bench for calf raises and check that the feet are half free and that you can completely stretch the calf muscles down. Pull your calves up, going as far (up) as you can. Make at the highest point a short pause of 1 or 2 seconds and go down.</p>"
577,cf1f0fed-6310-4210-8f7d-22e375e6c60c,Side Dumbbell Trunk Flexion,Abs,Dumbbell,Obliquus externus abdominis,Abs,CC-BY-SA 3,"<p>AKA dumbbell side bends. Stand in line with the hips with slightly bent knees, maintain the natural curvature of the spine, hand stretched by the body, grip the barbell with one hand. <em> </em>Make slow and controlled torso side flexions till you reach the angle of approximately 45°.</p>"
583,9374fdaf-411f-4ae6-8f0c-21cc2d3dc667,Side to Side Push Ups,Chest,,Shoulders; Obliquus externus abdominis; Chest; Triceps,,CC-BY-SA 4,"<p>-start in push up position</p>
<p>-lean the body weight to the right side, and complete a push up with the chest over the right hand</p>
<p>-come back to the centered position</p>
<p>-on rep 2, lean to the left side</p>"
598,092d0fbb-0409-470e-a087-beb9a378f3f7,Smith Machine Close-grip Bench Press,Arms,,Triceps,Chest,CC-BY-SA 3,"<p>Perform a standard bench press on the smith machine, but have your hands on the bar about shoulder width apart, and keep your elbows close to your body.</p>"
576,2f8ee51b-f493-47f7-8b2a-1da16c128f73,Side Crunch,Abs,Gym mat,Obliquus externus abdominis,Abs,CC-BY-SA 3,<p>Hold weight in one hand. Bend side ways to the knee. Pull upo to upright position using your obliquus.</p>
571,270e108d-3cd2-45a9-807b-c357317eb15c,"Shrugs, Barbells",Shoulders,Barbell,Shoulders,,CC-BY-SA 3,"<p>Take a barbell and stand with a straight body, the arms are hanging freely in front of you. Lift from this position the shoulders as high as you can, but don't bend the arms during the movement. On the highest point, make a short pause of 1 or 2 seconds before returning slowly to the initial position.</p>
<p>When training with a higher weight, make sure that you still do the whole movement!</p>"
578,d9f6c15a-b224-4ef6-93e9-fd6509b66add,Side-lying External Rotation,Shoulders,,,,CC-BY-SA 4,"<p>With a weight in one hand, lie on your side opposite the weight. Keep your knees slightly bent. Hold your elbow against your side, and extend your upper arm straight ahead of you. While continuing to hold your elbow against your side, rotate your upper arm 90 degrees upwards.</p>
<p>It is helpful to place a towel under your armpit to help with the form on this exercise. Placing a support under your head for the duration of the exercise is also a good idea.</p>"
575,6199b3c7-3ccb-47fa-89bb-ef7fef12c0e3,Shrugs on Multipress,Shoulders,,Shoulders,Triceps,CC-BY-SA 3,
572,72a945ec-3a7f-424b-9a05-1616ef7dce91,"Shrugs, Dumbbells",Shoulders,Dumbbell,Shoulders,,CC-BY-SA 3,"<p>Stand with straight body, the hands are hanging freely on the side and hold each a dumbbell. Lift from this position the shoulders as high as you can, but don't bend the arms during the movement. On the highest point, make a short pause of 1 or 2 seconds before returning slowly to the initial position.</p>
<p>When training with a higher weight, make sure that you still do the whole movement!</p>"
595,e60125f0-3a88-4707-815f-fe0e2b4be3c4,Skipping - Standard,Cardio,,Calves,,CC-BY-SA 4,"<p>Do a single, double footed jump for each swing of the rope.</p>
<p>Work on a smooth, rhythmical movement, bouncing lightly on the balls of your feet.</p>"
570,f956977e-cc05-4db2-a387-ba6140b1ef34,Shoulder Shrug,Shoulders,none (bodyweight exercise),Trapezius,,CC0,"The shoulder shrug (usually called simply the shrug) is an exercise in weight training used to develop the upper trapezius muscle. The lifter stands erect, hands about shoulder width apart, and raises the shoulders as high as possible, and then lowers them, while not bending the elbows, or moving the body at all. The lifter may not have as large a range of motion as in a normal shrug done for active flexibility. It is usually considered good form if the slope of the shoulders is horizontal in the elevated position."
